case_id,city,area,style,level,total_price,unit_price,duration_days,company,year,labor_cost,material_cost,auxiliary_cost,design_cost,furniture_cost,source_url
2200188,广州,120.0,现代简约,中档,120000.0,1000.0,200,,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/470907/case/2200188.html
2794323,广州,105.0,其他,豪装,500000.0,4761.9047619047615,120,陈杏荣,2022,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/18210495/case/2794323.html
2413566,广州,110.0,其他,经济型,80000.0,727.2727272727273,75,,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/573608/case/2413566.html
2304232,广州,120.0,现代简约,高档,210000.0,1750.0,60,,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/10715277/case/2304232.html
14768,广州,106.0,日式,中档,150000.0,1415.0943396226414,90,深圳乐蜂全案｜壹玖柒玖设计院,2022,0.0,0.0,0.0,0.0,0.0,https://xiaoguotu.to8to.com/case/zxanli/t14768.html
330,广州,120.0,现代简约,中档,150000.0,1250.0,0,浩天_小萌牛,2020,0.0,0.0,0.0,0.0,0.0,https://xiaoguotu.to8to.com/case/zxanli/t330.html
1970381,广州,120.0,美式,中档,100000.0,833.3333333333334,120,邱彩云,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/470907/case/1970381.html
2287741,广州,103.0,潘成刚,中档,90000.0,873.7864077669902,90,潘成刚,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/10118995/case/2287741.html
2397118,广州,102.0,其他,高档,160000.0,1568.6274509803923,150,,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/10118995/case/2397118.html
2210622,广州,120.0,现代简约,高档,200000.0,1666.6666666666667,150,,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/470907/case/2210622.html
2373206,广州,112.0,其他,中档,100000.0,892.8571428571429,150,,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/10118995/case/2373206.html
2209199,广州,115.0,现代简约,高档,210000.0,1826.0869565217392,60,,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/10715277/case/2209199.html
2316027,广州,113.0,现代简约,中档,130000.0,1150.4424778761063,80,,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/3157493/case/2316027.html
2218445,广州,120.0,户型,豪装,440000.0,3666.6666666666665,80,,2019,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/12114666/case/2218445.html
2393986,广州,120.0,北欧风,高档,340000.0,2833.3333333333335,87,梁祖涵,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/12114666/case/2393986.html
2792911,广州,107.0,现代简约,高档,240000.0,2242.9906542056074,90,,2022,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/3157493/case/2792911.html
15470,广州,120.0,现代简约,高档,250000.0,2083.3333333333335,99,深圳东易日盛总部,2022,0.0,0.0,0.0,0.0,0.0,https://xiaoguotu.to8to.com/case/zxanli/t15470.html
3501,广州,120.0,其他,经济型,10000.0,83.33333333333333,0,深圳永安设计,2020,0.0,0.0,0.0,0.0,0.0,https://xiaoguotu.to8to.com/case/zxanli/t3501.html
2361036,广州,106.0,现代简约,高档,160000.0,1509.433962264151,96,,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/573608/case/2361036.html
2277456,广州,109.0,美式,中档,120000.0,1100.9174311926606,90,叶剑文,2020,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/3157493/case/2277456.html
2698194,广州,115.0,其他,中档,150000.0,1304.3478260869565,35,董瑞,2022,0.0,0.0,0.0,0.0,0.0,https://sz.to8to.com/zs/16662831/case/2698194.html
